model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Ka+,2017,8311,0,9586,2,145,57.7,1.2
 Fiesta,2018,10040,0,9863,2,145,65.7,1
 Mustang,2017,28000,1,23179,2,570,23.5,5
 B-MAX,2013,4960,0,73324,0,20,68.9,1.5
 Fiesta,2017,9400,0,14415,2,145,65.7,1
 Fiesta,2017,12041,0,20596,2,145,47.9,1.6
 Fiesta,2018,11640,0,7205,2,150,65.7,1
 Focus,2017,11880,0,30345,0,150,70.6,2
 EcoSport,2018,13990,0,11699,2,150,54.3,1
 EcoSport,2019,17480,1,5964,2,150,44.1,1
 Fiesta,2018,10300,0,27929,2,150,65.7,1
 Mondeo,2016,12830,1,38118,0,125,58.9,2
 Fiesta,2018,15890,0,7974,2,150,40.3,1.5
 Ka+,2017,7850,0,16910,2,145,57.7,1.2
 Fiesta,2017,9991,0,26394,2,145,65.7,1
 Ka+,2017,6990,0,16131,2,145,57.7,1.2
 Fiesta,2017,7911,0,16920,2,145,54.3,1.2
 Fiesta,2018,10771,0,20441,2,145,65.7,1
 Ka+,2018,8220,0,13709,2,145,54.3,1.2
 Edge,2018,23740,2,13712,0,145,47.9,2
 Focus,2017,17977,0,8237,2,145,41.5,2
 Focus,2015,9791,1,33821,2,160,44.8,1.6
 Focus,2017,11990,0,17212,0,0,74.3,1.5
 Fiesta,2018,10491,0,14598,2,145,58.9,1
 Fiesta,2014,7131,0,42714,2,0,65.7,1
 Kuga,2019,21490,1,7561,0,145,37.2,2
 Fiesta,2019,12990,0,4002,2,145,58.9,1
 Fiesta,2013,6260,0,38673,2,30,54.3,1.2
 Fiesta,2018,10991,0,9343,2,145,65.7,1
 Kuga,2019,22620,2,11981,0,145,38.7,2
 Focus,2019,17490,0,6845,2,145,46.3,1.5
 Fiesta,2014,7250,0,13495,2,0,65.7,1
 Focus,2018,9980,0,51198,0,145,74.3,1.5
 Focus,2017,12880,0,19340,0,145,74.3,1.5
 Fiesta,2014,7965,0,23627,2,0,65.7,1
 B-MAX,2017,8495,0,19740,2,30,55.4,1
 Fiesta,2015,7695,0,25128,2,125,54.3,1.2
 Fiesta,2017,9150,0,9150,2,145,65.7,1
 Fiesta,2013,7500,0,42165,2,0,65.7,1
 Focus,2017,11750,0,27800,2,145,60.1,1
 Kuga,2017,14855,0,24000,0,145,54.3,2
 Fiesta,2016,7850,0,9954,2,125,54.3,1.2
 Fiesta,2017,12695,0,16762,2,145,47.9,1.6
 C-MAX,2015,8295,0,29229,0,30,61.4,1.6
 Focus,2018,15795,2,5268,0,145,67.3,1.5
 Fiesta,2016,8995,0,32204,2,20,62.8,1
 Kuga,2018,17520,0,6466,2,145,45.6,1.5
 Fiesta,2019,13140,0,5,2,145,48.7,1.1
 Fiesta,2015,7520,0,43341,2,0,65.7,1
 Kuga,2017,15110,2,4674,2,235,38.2,1.5
 Focus,2018,15991,0,13448,2,145,51.4,1.5
 Focus,2017,10491,0,29300,0,0,74.3,1.5
 Focus,2019,17520,0,100,2,145,60.1,1
 Fiesta,2019,16950,0,11000,2,145,55.4,1
 Fiesta,2019,16950,0,100,2,145,55.4,1
 Galaxy,2016,17990,0,24276,0,125,56.5,2
 Fiesta,2013,5981,0,31926,2,30,54.3,1.2
 Fiesta,2015,8491,0,14757,2,145,55.4,1
 Fiesta,2014,6090,0,58693,2,30,54.3,1.2
 Fiesta,2016,8230,0,24295,2,0,65.7,1
 Fiesta,2017,8850,0,13125,2,125,54.3,1.2
 Ka+,2018,7951,0,22013,2,145,57.7,1.2
 Ka+,2018,8321,0,17980,2,145,54.3,1.2
 Grand C-MAX,2017,12931,0,17509,2,145,54.3,1
 Fiesta,2016,6800,0,36400,2,0,65.7,1
 Ka+,2018,6690,0,34545,2,145,57.7,1.2
 Fiesta,2014,7760,0,36610,2,0,65.7,1
 Fiesta,2017,9790,0,7471,2,0,65.7,1
 Ka+,2018,8710,0,8714,2,145,54.3,1.2
 Fiesta,2016,8340,0,21030,2,0,65.7,1
 Fiesta,2016,7791,0,26985,2,125,54.3,1.2
 Fiesta,2014,6340,0,66695,2,30,54.3,1.2
 Fiesta,2017,9267,0,6532,2,145,65.7,1
 Fiesta,2016,9350,0,10373,2,0,65.7,1
 Focus,2019,17520,0,100,2,145,60.1,1
 Focus,2019,17520,0,150,2,145,60.1,1
 Mustang,2017,31317,1,9511,2,145,23.5,5
 Fiesta,2015,7780,0,43008,2,0,65.7,1
 C-MAX,2013,5250,0,94825,2,30,55.4,1
 Focus,2015,8650,0,47907,0,0,74.3,1.5
 Fiesta,2019,13140,0,4052,2,145,60.1,1
 Fiesta,2019,13220,0,6000,2,145,56.5,1
 Fiesta,2019,14070,0,44,2,145,58.9,1
 B-MAX,2016,7991,1,34924,2,160,44.1,1.6
 Fiesta,2017,9200,0,25182,2,20,62.8,1
 C-MAX,2014,6275,0,54724,0,30,62.8,1.6
 Fiesta,2013,6350,0,36289,2,0,65.7,1
 Kuga,2017,14291,0,30306,2,160,45.6,1.5
 Fiesta,2018,12795,0,12501,2,145,58.9,1
 B-MAX,2018,7991,0,48631,0,150,47.1,1.4
 Ka+,2019,8991,0,14286,2,150,47.9,1.2
 Fiesta,2015,7670,0,36626,2,0,65.7,1
 Focus,2014,7849,0,35136,0,20,67.3,1.6
 Ka+,2018,8037,0,4101,2,145,57.7,1.2
 Focus,2018,11091,0,20745,2,145,60.1,1
 Kuga,2018,16987,0,15925,2,145,45.6,1.5
 Fiesta,2018,11460,0,17076,2,145,65.7,1
 Ka+,2018,8030,0,12309,2,145,54.3,1.2
 Fiesta,2018,13340,0,18433,2,145,62.8,1
 Kuga,2019,19800,0,11000,0,145,47.9,2
 Ka+,2017,6990,0,10790,2,145,57.7,1.2
 Focus,2019,15310,0,5308,2,145,60.1,1
 Fiesta,2013,5910,0,43577,2,30,54.3,1.2
 Mustang,2018,33000,1,5064,2,145,23.5,5
 Fiesta,2016,7400,0,36923,2,0,65.7,1
 Focus,2018,12241,0,10627,2,145,61.4,1
 Fiesta,2016,7887,0,24153,2,0,65.7,1
 Fiesta,2013,6721,0,39859,2,0,65.7,1
 Fiesta,2015,7791,0,17456,2,125,54.3,1.2
 Fiesta,2018,11967,0,7076,2,145,58.9,1
 Fiesta,2017,8610,0,41037,2,0,65.7,1
 Fiesta,2017,7531,0,22282,2,145,54.3,1.2
 Fiesta,2019,11940,0,9985,2,145,58.9,1
 Focus,2018,18497,0,13933,2,145,41.5,2
 Fiesta,2016,9800,0,19333,2,0,65.7,1
 Kuga,2015,10720,0,53362,0,125,60.1,2
 Fiesta,2014,7521,0,47220,2,0,65.7,1
 Kuga,2017,14900,0,20857,0,145,54.3,2
 Fiesta,2017,7591,0,21922,2,145,54.3,1.2
 EcoSport,2017,10591,0,29814,2,125,52.3,1
 Focus,2015,7561,0,63630,0,20,67.3,1.6
 Fiesta,2014,6391,0,44637,2,30,54.3,1.2
 Fiesta,2016,9851,0,28581,0,0,78.5,1.5
 Fiesta,2017,11998,0,29124,0,145,88.3,1.5
 Focus,2019,16998,0,18040,2,145,60.1,1
 Fiesta,2016,8998,0,35064,2,0,65.7,1
 KA,2014,5698,0,13294,2,30,57.7,1.2
 Tourneo Custom,2017,17998,0,51252,0,200,44.8,2
 Fiesta,2018,9998,0,12280,2,145,55.4,1.1
 Galaxy,2016,18498,0,21744,0,125,56.5,2
 Kuga,2015,12998,2,31916,2,235,38.2,1.5
 Fiesta,2018,9998,0,16567,2,145,55.4,1.1
 Fiesta,2017,10498,0,15293,2,20,62.8,1
 Fiesta,2017,10998,0,12273,2,20,62.8,1
 Focus,2019,14898,0,10868,2,145,58.9,1
 Galaxy,2016,16798,0,19406,0,125,56.5,2
 Grand C-MAX,2017,11998,0,11663,0,30,64.2,1.5
 Focus,2017,17500,0,23678,2,145,41.5,2
 Focus,2019,16990,0,8668,2,150,60.1,1
 Edge,2017,19650,1,20397,0,165,48.7,2
 Focus,2014,6500,0,70584,2,30,56.5,1
 Kuga,2018,18999,1,18000,0,150,58.9,1.5
 EcoSport,2017,12999,0,7453,2,125,52.3,1
 Fiesta,2017,8980,0,24000,2,0,65.7,1
 Kuga,2019,11698,1,53825,0,145,42.2,2
 S-MAX,2018,15998,0,32077,0,145,56.5,2
 Kuga,2018,16498,0,14779,2,145,45.6,1.5
 Focus,2019,18398,2,5949,0,145,74.3,1.5
 Kuga,2015,13998,0,32544,0,145,54.3,2
 C-MAX,2017,10498,0,19926,2,150,55.4,1
 Fiesta,2017,9250,1,27133,2,0,57.7,1
 Mondeo,2015,10990,0,73197,0,20,68.9,2
 Focus,2016,10990,0,30353,0,0,74.3,1.5
 Galaxy,2018,18999,1,42164,0,145,52.3,2
 Tourneo Custom,2019,18990,0,21529,0,145,32.5,2
 Focus,2018,13999,1,3407,2,145,51.4,1
 C-MAX,2018,14490,0,15317,2,145,55.4,1
 Focus,2019,16999,0,10000,2,145,60.1,1
 Focus,2017,10990,0,16548,2,20,61.4,1
 Fiesta,2015,7999,0,45837,2,125,54.3,1.2
 Kuga,2019,18450,0,3781,2,145,39.2,1.5
 Fiesta,2018,11490,0,18485,2,145,65.7,1
 Fiesta,2018,10999,0,24608,2,145,65.7,1
 Fiesta,2014,6999,0,47269,2,30,54.3,1.2
 Fiesta,2016,8450,0,42450,2,125,54.3,1.2
 C-MAX,2017,9980,0,70860,2,30,55.4,1
 Edge,2019,31499,1,10300,0,145,37.2,2
 KA,2016,5990,0,22543,2,30,57.7,1.2
 Grand Tourneo Connect,2017,15999,0,24712,0,30,64.2,1.5
 Focus,2016,15998,0,26950,2,200,41.5,2
 Kuga,2017,14490,0,16629,0,30,64.2,1.5
 Focus,2017,12490,0,35981,0,0,74.3,1.5
 Kuga,2015,14950,0,25014,0,145,54.3,2
 Fiesta,2018,10990,0,3331,2,145,65.7,1
 Mondeo,2013,7990,0,50083,0,125,57.7,2
 EcoSport,2019,16999,1,11538,2,150,45.6,1
 Fiesta,2016,10990,1,13942,2,150,47.9,1.6
 Kuga,2017,15980,1,16414,0,150,54.3,2
 Focus,2015,9499,0,41200,2,20,61.4,1
 Kuga,2017,15999,1,40682,0,150,54.3,2
 EcoSport,2018,10990,0,12743,2,145,52.3,1
 Fiesta,2018,10990,0,33500,2,145,65.7,1
 Kuga,2019,18999,0,11407,2,145,39.2,1.5
 Focus,2018,13790,0,19910,2,145,51.4,1.5
 Kuga,2015,11990,0,40902,0,125,60.1,2
 EcoSport,2018,15490,0,10708,2,145,54.3,1
 Fiesta,2018,12990,0,20859,2,145,65.7,1
 Fiesta,2016,9490,0,18005,2,125,54.3,1.2
 Edge,2019,27499,2,1657,0,145,40.4,2
 Focus,2019,17499,0,13462,2,145,60.1,1
 Fiesta,2017,11999,0,13985,2,145,65.7,1
 Focus,2018,13990,0,9500,2,145,57.7,1
 Kuga,2019,18490,0,18694,0,145,39.2,2
 Fiesta,2016,9990,0,9562,2,0,65.7,1
 Fiesta,2017,10270,0,22295,2,145,65.7,1
 Focus,2019,17410,0,1546,2,145,60.1,1
 Grand C-MAX,2017,12490,0,8121,2,145,54.3,1
 Fiesta,2020,16891,0,3862,2,150,49.6,1
 Fiesta,2016,9992,1,10251,2,0,57.7,1
 Focus,2016,22992,0,17515,2,235,36.7,2.3
 Focus,2019,17270,0,5250,2,145,60.1,1
 Focus,2019,17390,0,2072,2,145,60.1,1
 Fiesta,2019,13140,0,4570,2,145,48.7,1.1
 Focus,2019,17470,0,1120,2,145,60.1,1
 Focus,2019,17470,0,1152,2,145,60.1,1
 Focus,2019,17320,0,3850,2,145,60.1,1
 Kuga,2015,9614,0,60904,0,205,47.9,2
 Fiesta,2017,8591,0,17082,2,150,64.2,1.1
 Fiesta,2018,11491,0,7652,2,150,65.7,1
 Fiesta,2017,8791,0,30368,2,0,65.7,1
 Focus,2017,11291,0,17555,0,0,74.3,1.5
 Kuga,2017,15591,0,15219,0,150,54.3,2
 Fiesta,2019,14440,0,9525,2,145,58.9,1
 Kuga,2018,12428,0,33230,0,145,64.2,1.5
 Fiesta,2015,8991,0,27035,2,20,62.8,1
 Fiesta,2017,7992,0,19493,2,145,54.3,1.2
 Fiesta,2013,6992,1,51086,2,145,47.9,1.6
 Focus,2016,9292,1,46636,0,0,67.3,1.5
 Mondeo,2015,12812,2,34241,2,200,43.5,1.5
 Focus,2017,16492,0,16449,2,200,41.5,2
 Fiesta,2015,6597,0,44787,2,125,54.3,1.2
 Fiesta,2018,9390,0,20834,2,145,55.4,1.1
 Fiesta,2016,9490,0,17707,2,0,65.7,1
 Fiesta,2013,5550,0,59817,2,30,54.3,1.2
 Kuga,2017,14980,0,11855,0,145,60.1,2
 Fiesta,2016,8880,0,28595,2,0,65.7,1
 Fiesta,2018,10991,0,20390,2,145,56.5,1
 Mondeo,2015,8470,0,73991,0,30,65.7,2
 Fiesta,2018,9150,0,24046,2,145,65.7,1
 Focus,2016,10190,0,18560,0,0,74.3,1.5
 Fiesta,2018,9741,0,8647,2,150,55.4,1.1
 Fiesta,2019,13140,0,3950,2,145,48.7,1.1
 Fiesta,2016,8120,0,29867,2,0,65.7,1
 Focus,2017,16950,0,30815,2,145,41.5,2
 Kuga,2017,14591,0,43239,0,145,54.3,2
 Fiesta,2017,10591,1,6217,2,145,47.9,1.6
 Galaxy,2017,16990,0,50446,0,125,56.5,2
 Fiesta,2018,10020,0,29874,2,145,65.7,1
 Fiesta,2019,13940,0,9137,2,145,56.5,1
 Kuga,2018,18430,2,13733,2,145,38.2,1.5
 Kuga,2016,14270,0,23544,0,125,60.1,2
 Focus,2016,9400,0,32718,0,0,74.3,1.5
 Mondeo,2016,11291,0,51139,0,30,64.2,2
 Focus,2016,9191,0,27763,2,20,60.1,1
 Focus,2019,15300,0,5660,2,145,60.1,1
 Fiesta,2019,13790,0,4571,2,145,58.9,1
 Focus,2019,17410,0,1714,2,145,60.1,1
 Focus,2019,17500,0,151,2,145,60.1,1
 Focus,2017,12050,2,26059,2,125,51.4,1
 Focus,2018,19747,0,10242,2,145,41.5,2
 Focus,2017,16250,0,10816,2,145,41.5,2
 Fiesta,2016,8687,0,11387,2,0,65.7,1
 Fiesta,2015,7610,0,41758,0,0,88.3,1.5
 Focus,2015,6250,0,82446,0,0,74.3,1.5
 Focus,2019,15590,0,10,2,145,60.1,1
 Kuga,2016,10967,0,16791,0,30,64.2,1.5
 Fiesta,2018,11851,0,10625,2,150,65.7,1
 Fiesta,2018,9991,0,10675,2,150,64.2,1.1
 Tourneo Custom,2017,16991,0,48822,0,150,44.8,2
 Fiesta,2014,6750,0,40998,0,0,76.4,1.5
 Fiesta,2017,11990,0,27549,2,145,47.9,1.6
 EcoSport,2019,17550,1,4,2,145,45.6,1
 Fiesta,2017,10000,0,24205,2,145,65.7,1
 Fiesta,2016,7990,0,32917,2,0,65.7,1
 Ka+,2017,7000,0,3172,2,30,57.7,1.2
 Fiesta,2018,10850,0,12394,2,145,65.7,1
 Fiesta,2018,11450,0,12709,2,145,65.7,1
 Ka+,2017,7150,0,29383,2,30,57.7,1.2
 Fiesta,2017,9850,0,31623,2,0,65.7,1
 Fiesta,2016,6991,0,29775,2,125,54.3,1.2
 Fiesta,2019,16191,0,7942,2,145,55.4,1
 Fiesta,2014,5340,0,76298,0,0,76.4,1.5
 Fiesta,2018,12000,0,15287,2,145,58.9,1
 Fiesta,2017,8980,0,24466,2,145,65.7,1
 Focus,2017,11491,0,5178,2,20,61.4,1
 Fiesta,2018,10980,0,13672,2,145,65.7,1
 Kuga,2018,17970,0,10718,0,145,60.1,2
 Fiesta,2017,9990,0,12691,2,145,65.7,1
 Focus,2017,12030,2,24776,2,145,46.3,1.5
 Kuga,2017,11516,0,36311,0,30,64.2,1.5
 Focus,2017,10891,0,15725,2,20,60.1,1
 Focus,2017,15087,0,54631,0,20,67.3,2
 Fiesta,2018,14750,0,15891,2,145,40.3,1.5
 Fiesta,2018,11750,0,14927,2,145,65.7,1
 EcoSport,2014,6990,0,60381,0,30,61.4,1.5
 Fiesta,2017,9990,0,19571,2,145,65.7,1
 B-MAX,2017,9500,0,13909,0,145,74.3,1.5
 Fiesta,2018,10000,0,6820,2,145,55.4,1.1
 Fiesta,2019,20000,0,6841,2,145,40.3,1.5
 Focus,2019,19500,2,10679,0,145,54.3,1.5
 Fiesta,2019,18000,0,4863,2,145,55.4,1
 Fiesta,2017,7850,0,16210,2,150,54.3,1.2
 Ka+,2018,8295,0,6313,2,150,57.7,1.2
 Fiesta,2018,13390,0,8000,2,150,62.8,1
 Mustang,2016,26475,0,12000,2,570,20.9,5
 Fiesta,2018,9700,0,10326,2,145,64.2,1.1
 Ka+,2017,7450,0,11500,2,145,57.7,1.2
 Fiesta,2018,8750,0,24545,2,145,65.7,1
 Kuga,2019,19500,0,9386,0,145,47.9,2
 Kuga,2019,20000,0,9191,2,145,35.3,1.5
 Kuga,2019,18300,0,19026,0,145,47.9,2
 Focus,2017,10750,0,33196,0,145,74.3,1.5
 EcoSport,2019,17550,1,5,2,145,45.6,1
 Fiesta,2018,10990,0,12493,2,145,58.9,1
 Focus,2015,7590,0,52671,0,20,67.3,1.6
 Focus,2019,19790,0,8686,0,145,62.8,1.5
 Focus,2016,10991,0,3125,2,20,60.1,1
 Kuga,2015,12960,0,41392,2,160,45.6,1.5
 Focus,2019,20491,0,10699,2,145,50.4,1.5
 Focus,2019,20090,2,10352,0,145,49.6,2
 Mondeo,2018,17991,1,22071,0,145,58.9,2
 Focus,2019,26250,0,3775,2,145,34.5,2.3
 Galaxy,2017,17999,0,37614,0,125,56.5,2
 B-MAX,2015,8499,0,23266,0,0,74.4,1.5
 Fiesta,2017,9399,0,23534,2,145,65.7,1
 Fiesta,2017,10999,0,10394,2,145,65.7,1
 Kuga,2019,21995,0,4000,0,145,39.2,2
 Fiesta,2017,10246,0,14285,2,20,62.8,1
 Fiesta,2018,9987,0,3736,2,145,64.2,1.1
 Fiesta,2017,10350,1,12443,2,0,57.7,1
 Fiesta,2016,8495,0,19718,2,0,65.7,1
 Fiesta,2013,6695,0,21790,2,30,54.3,1.2
 Focus,2018,13750,0,13000,2,145,58.9,1
 Focus,2016,10695,0,20408,2,20,60.1,1
 Fiesta,2017,8750,0,44344,2,150,65.7,1
 Fiesta,2018,12595,0,20088,2,150,65.7,1
 Fiesta,2016,7595,0,35240,2,0,65.7,1
 Fiesta,2018,10250,0,17389,2,150,65.7,1
 Edge,2018,23495,1,25270,0,150,47.9,2
 C-MAX,2016,9450,0,39360,0,30,64.2,2
 Ka+,2019,11999,0,11,2,145,43.5,1.2
 EcoSport,2018,14999,0,9605,2,145,54.3,1
 Kuga,2019,18999,0,9202,2,145,39.2,1.5
 Fiesta,2017,10999,0,7873,2,145,65.7,1
 Fiesta,2014,9499,0,42285,2,145,47.9,1.6
 Fiesta,2019,15500,0,4032,2,145,56.5,1
 Fiesta,2019,13450,0,11884,2,145,58.9,1
 Kuga,2018,17290,0,18572,0,145,64.2,1.5
 Kuga,2017,14700,0,13986,0,125,60.1,2
 Fiesta,2019,13000,0,12838,2,145,56.5,1
 C-MAX,2015,8750,0,29110,0,20,68.9,1.5
 C-MAX,2017,9150,0,29844,0,20,68.9,1.5
 Fiesta,2017,12750,1,12687,2,145,54.3,1
 Focus,2017,9000,0,54900,0,0,74.3,1.5
 Fiesta,2017,10500,0,6225,2,0,65.7,1
 Focus,2017,9550,0,28414,0,0,74.3,1.5
 Edge,2017,21000,1,21955,0,145,47.9,2
 Fiesta,2018,11000,0,12351,2,145,65.7,1
 Focus,2017,12750,0,3640,2,145,60.1,1
 EcoSport,2017,10900,0,22291,2,125,52.3,1
 Focus,2018,11997,0,15332,2,145,61.4,1
 Mustang,2016,24497,0,38322,2,260,34.4,2.3
 Kuga,2017,16997,0,6240,2,145,45.6,1.5
 Fiesta,2018,10897,0,7122,2,145,64.2,1.1
 Focus,2018,13999,0,10441,0,150,74.3,1.5
 EcoSport,2018,13599,0,19806,2,150,54.3,1
 Focus,2018,11699,0,31607,0,150,74.3,1.5
 Focus,2017,14899,0,28786,0,20,67.3,2
 Focus,2019,14999,0,4975,2,145,58.9,1
 Focus,2016,9999,0,42315,2,20,60.1,1
 Edge,2016,16499,0,44947,0,160,48.7,2
 EcoSport,2019,14999,0,5899,2,145,51.4,1
 Fiesta,2018,10999,0,5918,2,145,55.4,1.1
 Focus,2016,8999,0,45934,0,0,74.3,1.5
 Fiesta,2016,8399,0,27928,0,0,78.5,1.5
 Focus,2015,9450,1,20445,2,160,44.8,1.6
 Fiesta,2018,10150,0,8135,2,145,65.7,1
 Focus,2015,9495,0,20018,2,20,60.1,1
 Fiesta,2017,9795,0,12302,2,0,65.7,1
 Fiesta,2014,9195,0,18980,2,0,65.7,1
 Kuga,2017,16995,0,19172,0,145,60.1,2
 Fiesta,2018,10500,0,23047,2,145,65.7,1
 Ka+,2018,8450,0,17554,2,145,54.3,1.2
 Fiesta,2019,12500,0,17695,2,145,56.5,1
 Ka+,2017,7850,0,11149,2,145,57.7,1.2
 EcoSport,2016,8750,0,25434,2,125,52.3,1
 Fiesta,2017,10350,0,18730,2,145,65.7,1
 Focus,2017,11499,0,21063,0,0,74.3,1.5
 Kuga,2018,18999,0,13154,0,145,60.1,2
 Fiesta,2018,11999,0,9899,2,145,65.7,1
 Fiesta,2018,10999,0,5732,2,145,55.4,1.1
 Fiesta,2017,8999,0,34280,2,0,65.7,1
 Fiesta,2019,19000,0,7584,2,145,58.9,1
 Edge,2019,32500,1,1521,0,145,37.2,2
 C-MAX,2017,9150,0,29336,0,20,68.9,1.5
 Kuga,2019,18800,0,14375,0,145,47.9,2
 Kuga,2019,18400,0,7957,2,145,34.4,1.5
 Fiesta,2018,10350,0,6460,2,145,64.2,1.1
 EcoSport,2017,8900,0,40861,0,30,64.2,1.5
 Fiesta,2013,7250,0,28708,2,0,65.7,1
 Fiesta,2019,13000,0,35,2,145,48.7,1.1
 Focus,2017,12250,0,14554,0,145,74.3,1.5
 Focus,2019,15497,0,12378,2,145,60.1,1
 EcoSport,2018,13739,0,8230,2,145,54.3,1
 Fiesta,2018,10190,0,24417,2,145,65.7,1
 Fiesta,2018,10497,0,15968,2,145,64.2,1.1
 Fiesta,2018,10690,0,7114,2,145,64.2,1.1
 Focus,2018,13790,0,12047,2,145,57.7,1
 Kuga,2017,15790,0,5509,0,145,60.1,2
 Focus,2018,11890,0,13914,2,145,61.4,1
 Fiesta,2018,9690,0,14961,2,145,65.7,1
 Focus,2017,12990,0,12822,2,145,57.7,1
 Fiesta,2017,9690,0,19725,2,145,65.7,1
 Fiesta,2018,9997,0,5777,2,145,64.2,1.1
 Focus,2017,12497,0,12206,2,145,60.1,1
 Kuga,2017,16497,0,13378,0,145,64.2,1.5
 Focus,2018,15997,0,13794,2,145,60.1,1
 Fiesta,2018,13690,0,10223,2,145,60.1,1
 Fiesta,2018,11690,0,22477,2,145,58.9,1
 Fiesta,2017,7250,0,33810,2,125,54.3,1.2
 Fiesta,2018,9897,0,4868,2,145,64.2,1.1
 EcoSport,2015,7490,0,31779,2,160,44.8,1.5
 Focus,2019,14997,0,8745,2,145,58.9,1
 Fiesta,2017,7997,0,20158,2,145,54.3,1.2
 Fiesta,2018,9997,0,17476,2,145,64.2,1.1
 Fiesta,2018,9697,0,30611,2,145,65.7,1
 Fiesta,2016,6990,0,26138,2,125,54.3,1.2
 Ka+,2017,7997,0,10094,2,145,57.7,1.2
 Focus,2018,11497,0,9379,2,145,61.4,1
 Focus,2019,17497,0,8493,2,145,60.1,1
 Fiesta,2017,10997,0,5508,2,145,65.7,1
 Focus,2018,13497,0,17860,2,145,57.7,1
 EcoSport,2018,13997,0,22084,2,145,54.3,1
 Focus,2013,5997,0,75032,2,20,58.9,1
 Fiesta,2018,11690,0,11483,2,145,65.7,1
 Focus,2019,17497,0,9321,2,145,60.1,1
 Fiesta,2017,7697,0,16886,2,125,54.3,1.2
 EcoSport,2017,10997,0,16683,2,145,53.3,1
 Fiesta,2017,8997,0,22040,2,0,65.7,1
 Kuga,2017,14997,0,15746,0,145,64.2,1.5
 Focus,2018,12997,0,16568,2,145,57.7,1
 Fiesta,2018,10997,0,11651,2,145,65.7,1
 Focus,2017,11350,0,11892,2,145,60.1,1
 Focus,2017,10490,0,21044,2,145,61.4,1
 Fiesta,2017,9997,0,15220,2,145,64.2,1.1
 Fiesta,2017,8900,0,11521,2,145,64.2,1.1
 Fiesta,2017,8990,0,24872,2,145,64.2,1.1
 Focus,2018,16950,0,7687,2,145,60.1,1
 Focus,2017,10997,0,21136,2,20,61.4,1
 Kuga,2017,16500,0,19444,0,145,54.3,2
 Focus,2017,10490,0,14576,2,20,60.1,1
 Fiesta,2017,8790,0,16143,2,125,54.3,1.2
 Fiesta,2018,10997,0,8389,2,145,65.7,1
 Focus,2018,13497,0,19293,2,145,57.7,1
 Focus,2019,16797,0,4523,2,145,60.1,1
 Fiesta,2018,9997,0,20670,2,145,65.7,1
 Fiesta,2018,11990,0,6952,2,145,65.7,1
 Fiesta,2018,9750,0,15696,2,145,65.7,1
 Fiesta,2018,9690,0,21175,2,145,65.7,1
 Focus,2018,13497,0,12928,2,145,57.7,1
 Fiesta,2018,11490,0,11876,2,145,65.7,1
 Fiesta,2014,6497,0,52293,0,0,78.5,1.6
 Fiesta,2015,7497,0,21747,2,125,54.3,1.2
 Focus,2018,13997,0,17734,2,145,57.7,1
 Focus,2018,11497,0,16558,2,145,60.1,1
 Fiesta,2018,9997,0,13040,2,145,64.2,1.1
 EcoSport,2019,14997,0,7810,2,145,53.3,1
 KA,2014,5997,0,32385,2,30,57.7,1.2
 Fiesta,2017,10497,0,19200,2,145,65.7,1
 Fiesta,2018,9997,0,20507,2,145,64.2,1.1
 Fiesta,2014,9697,0,27864,2,145,47.9,1.6
 Focus,2017,10497,0,19686,2,145,61.4,1
 Focus,2017,9774,0,26437,2,145,61.4,1
 Fiesta,2017,8997,0,7987,2,145,54.3,1.2
 Focus,2017,10990,0,9667,2,145,61.4,1
 Fiesta,2018,9690,0,11667,2,145,64.2,1.1
 Fiesta,2018,9997,0,15683,2,145,64.2,1.1
 Kuga,2017,17950,0,17689,0,145,64.2,1.5
 Focus,2018,18250,0,20132,2,145,41.5,2
 Fiesta,2018,10490,0,8256,2,145,65.7,1
 Fiesta,2018,9690,0,14562,2,145,64.2,1.1
 Fiesta,2018,10190,0,19686,2,145,65.7,1
 Fiesta,2018,10290,0,10845,2,145,64.2,1.1
 Fiesta,2018,10997,0,7689,2,145,64.2,1.1
 Focus,2018,10950,0,20191,2,145,61.4,1
 Fiesta,2018,9890,0,16390,2,145,64.2,1.1
 Focus,2018,13497,0,17804,2,145,57.7,1
 Kuga,2018,15737,0,35831,0,145,64.2,1.5
 B-MAX,2017,8890,0,16803,2,30,56.5,1
 Fiesta,2017,9697,0,18250,2,145,64.2,1.1
 Fiesta,2018,10990,0,13474,2,145,65.7,1
 Focus,2018,14650,0,3943,2,145,57.7,1
 Focus,2018,11997,0,7269,2,145,61.4,1
 Fiesta,2018,9890,0,10109,2,145,64.2,1.1
 Focus,2018,13490,0,13842,2,145,57.7,1
 Focus,2018,14497,0,7255,2,145,57.7,1
 Fiesta,2016,8750,0,16421,2,0,65.7,1
 Fiesta,2017,11390,1,18331,2,145,54.3,1
 Focus,2017,10390,0,16122,2,145,60.1,1
 Fiesta,2017,10697,0,13130,2,145,65.7,1
 Focus,2017,10997,0,8915,2,145,61.4,1
 Focus,2016,9997,0,30085,0,0,74.3,1.5
 Fiesta,2018,10497,0,5786,2,145,64.2,1.1
 Focus,2018,11990,0,21567,2,145,57.7,1
 EcoSport,2018,14690,0,10816,2,145,54.3,1
 Fiesta,2015,6997,0,30901,2,30,54.3,1.2
 Fiesta,2018,11997,0,8159,2,145,65.7,1
